# OBS_DATE
2006-04-09T04:58:42.323
# TELESCOPE
ESO-VLT-U2
# INSTRUMENT
UVES
# TARGET
2MASS J13004255+1912354
# EXPOSURE TIME (SEC)
3899.9993
# PROGRAMME ID
077.C-0449(A)
# RIGHT ASCENSION
13:00:42.2
# DECLINATION
19:12:26.8
# DETECTOR GAIN
0.63
# WAVELENGTH UNIT
Angstrom
# FLUX UNIT
ADU
# COMMENT
Adapted from the FITS (Flexible Image Transport System) format is defined in 'Astronomy
and Astrophysics', volume 376, page 359; bibcode: 2001A&A...376..359H
# DATA
WAVELENGTH,FLUX
6684.3702,65.7137
6684.4093,64.3297
6684.4483,64.3570
6684.4874,70.6432
6684.5265,68.5178
6684.5656,71.0635
6684.6047,71.2215
6684.6438,59.3117
6684.6829,56.2147
6684.7220,51.6021
6684.7611,69.2160
6684.8002,71.3559
6684.8393,71.2577
6684.8784,67.1631
6684.9175,70.5969
6684.9566,71.2120
6684.9957,69.9858
6685.0348,69.7774
6685.0739,63.1675
6685.1130,67.2075
6685.1521,67.8407
6685.1911,69.9933
6685.2302,65.7630
6685.2693,66.6864
6685.3084,70.5995
6685.3475,66.0235
6685.3866,64.5948
6685.4257,59.9672
6685.4648,64.5470
6685.5039,66.1447
6685.5430,70.5784
6685.5821,68.2118
6685.6212,73.4218
6685.6603,92.5325
6685.6994,80.1515
6685.7385,73.7469
6685.7776,79.5118
6685.8167,77.5801
6685.8558,69.4070
6685.8949,71.6506
6685.9339,72.5472
6685.9730,73.0668
6686.0121,73.6944
6686.0512,70.6671
6686.0903,67.5902
6686.1294,62.6921
6686.1685,67.9956
6686.2076,77.8660
6686.2467,68.7775
6686.2858,65.8393
6686.3249,77.1824
6686.3640,86.8660
6686.4031,81.2775
6686.4422,69.8751
6686.4813,69.2891
6686.5204,75.0158
6686.5595,83.4300
6686.5986,79.5689
6686.6377,76.7699
6686.6767,84.4100
6686.7158,75.3197
6686.7549,74.1748
6686.7940,76.6797
6686.8331,68.9483
6686.8722,72.6678
6686.9113,59.8620
6686.9504,79.8198
6686.9895,83.7637
6687.0286,80.3787
6687.0677,71.8738
6687.1068,73.0497
6687.1459,85.4833
6687.1850,74.1350
6687.2241,71.8255
6687.2632,80.0870
6687.3023,79.5480
6687.3414,79.5249
6687.3804,78.4454
6687.4195,74.2649
6687.4586,73.3029
6687.4977,78.7173
6687.5368,75.4142
6687.5759,73.2060
6687.6150,73.5307
6687.6541,71.4248
6687.6932,70.5367
6687.7323,72.1751
6687.7714,77.0221
6687.8105,79.4135
6687.8496,75.2758
6687.8887,68.0480
6687.9278,63.4350
6687.9669,67.3040
6688.0060,74.1571
6688.0451,76.6405
6688.0842,58.8990
6688.1232,65.6331
6688.1623,71.1320
6688.2014,58.0633
6688.2405,68.7952
6688.2796,79.1611
6688.3187,74.3023
6688.3578,68.0504
6688.3969,67.1696
6688.4360,68.6324
6688.4751,70.6758
6688.5142,72.2498
6688.5533,70.3749
6688.5924,63.6116
6688.6315,57.4699
6688.6706,63.6737
6688.7097,66.3096
6688.7488,68.7928
6688.7879,73.3171
6688.8270,75.8534
6688.8660,76.3231
6688.9051,60.8404
6688.9442,61.3093
6688.9833,64.2666
6689.0224,60.0488
6689.0615,52.2403
6689.1006,53.8074
6689.1397,60.6287
6689.1788,61.1414
6689.2179,52.9558
6689.2570,64.8003
6689.2961,65.0247
6689.3352,70.7380
6689.3743,60.1964
6689.4134,61.8711
6689.4525,64.8122
6689.4916,69.0355
6689.5307,63.2132
6689.5698,54.9180
6689.6088,63.2320
6689.6479,61.5405
6689.6870,57.2822
6689.7261,55.6292
6689.7652,61.3338
6689.8043,69.0929
6689.8434,71.4497
6689.8825,56.9477
6689.9216,46.3020
6689.9607,59.2789
6689.9998,58.5437
6690.0389,54.7542
6690.0780,66.6611
6690.1171,60.0910
6690.1562,48.3618
6690.1953,48.9688
6690.2344,60.9476
6690.2735,59.3510
6690.3126,52.8860
6690.3516,52.6971
6690.3907,54.0757
6690.4298,54.8944
6690.4689,54.8110
6690.5080,54.7996
6690.5471,59.8581
6690.5862,61.5412
6690.6253,62.4992
6690.6644,64.9118
6690.7035,59.4373
6690.7426,49.6927
6690.7817,59.0575
6690.8208,52.0041
6690.8599,43.1130
6690.8990,54.9871
6690.9381,54.6581
6690.9772,51.9766
6691.0163,49.0713
6691.0553,54.3722
6691.0944,60.4789
6691.1335,58.0840
6691.1726,55.6585
6691.2117,53.6658
6691.2508,57.8181
6691.2899,51.9963
6691.3290,46.3088
6691.3681,53.4314
6691.4072,47.2064
6691.4463,41.4922
6691.4854,49.4421
6691.5245,47.4579
6691.5636,46.5776
6691.6027,57.9266
6691.6418,52.7622
6691.6809,55.5449
6691.7200,44.8667
6691.7591,49.2817
6691.7981,52.4784
6691.8372,49.7224
6691.8763,43.4513
6691.9154,39.8473
6691.9545,44.4671
6691.9936,52.0151
6692.0327,55.1921
6692.0718,44.7471
6692.1109,54.0793
6692.1500,60.0464
6692.1891,37.7316
6692.2282,43.9182
6692.2673,46.3575
6692.3064,39.2166
6692.3455,52.0497
6692.3846,56.1221
6692.4237,45.5073
6692.4628,51.3508
6692.5019,44.8116
6692.5409,43.7525
6692.5800,42.9071
6692.6191,43.2997
6692.6582,45.2565
6692.6973,44.2624
6692.7364,46.2706
6692.7755,51.6746
6692.8146,40.2004
6692.8537,31.7406
6692.8928,42.6408
6692.9319,49.6610
6692.9710,47.8340
6693.0101,40.4708
6693.0492,38.4550
6693.0883,39.3995
6693.1274,42.1001
6693.1665,41.8602
6693.2056,41.9398
6693.2447,42.2788
6693.2837,48.5653
6693.3228,44.3231
6693.3619,37.9049
6693.4010,44.7188
6693.4401,44.3237
6693.4792,42.6586
6693.5183,43.1179
6693.5574,40.6934
6693.5965,34.2964
6693.6356,39.5173
6693.6747,41.9082
6693.7138,42.6784
6693.7529,37.5065
6693.7920,38.5338
6693.8311,38.7085
6693.8702,34.1644
6693.9093,37.7999
6693.9484,39.1686
6693.9875,33.9586
6694.0265,37.5581
6694.0656,40.5810
6694.1047,42.5358
6694.1438,44.7113
6694.1829,44.6719
6694.2220,41.4394
6694.2611,45.4684
6694.3002,44.4656
6694.3393,38.7561
6694.3784,38.2765
6694.4175,42.1959
6694.4566,43.7542
6694.4957,47.5051
6694.5348,38.3924
6694.5739,31.6384
6694.6130,42.2249
6694.6521,41.4495
6694.6912,37.3131
6694.7303,44.1720
6694.7693,40.2107
6694.8084,41.8374
6694.8475,40.3973
6694.8866,44.8908
6694.9257,42.0579
6694.9648,43.2340
6695.0039,40.7920
6695.0430,45.7379
6695.0821,46.7561
6695.1212,38.7150
6695.1603,34.2676
6695.1994,39.2413
6695.2385,41.1737
6695.2776,40.8577
6695.3167,36.7700
6695.3558,37.7061
6695.3949,40.8205
6695.4340,46.9006
6695.4730,41.8595
6695.5121,40.1367
6695.5512,40.3147
6695.5903,32.3072
6695.6294,35.5972
6695.6685,50.3870
6695.7076,46.0829
6695.7467,39.3609
6695.7858,35.7187
6695.8249,48.0938
6695.8640,44.4270
6695.9031,37.8579
6695.9422,29.2367
6695.9813,42.8829
6696.0204,47.8721
6696.0595,32.4644
6696.0986,41.7703
6696.1377,49.8085
6696.1768,45.9546
6696.2158,42.3146
6696.2549,42.6458
6696.2940,49.4525
6696.3331,41.0052
6696.3722,35.7807
6696.4113,32.6207
6696.4504,39.2306
6696.4895,40.9518
6696.5286,40.0688
6696.5677,31.2560
6696.6068,28.4185
6696.6459,27.7974
6696.6850,28.9987
6696.7241,34.4816
6696.7632,38.3817
6696.8023,27.6097
6696.8414,30.2492
6696.8805,26.7795
6696.9196,25.9901
6696.9586,31.0169
6696.9977,37.2781
6697.0368,55.8703
6697.0759,37.3914
6697.1150,35.5055
6697.1541,45.3208
6697.1932,32.1757
6697.2323,31.4757
6697.2714,37.5001
6697.3105,38.9468
6697.3496,40.2027
6697.3887,40.7421
6697.4278,36.2383
6697.4669,41.7274
6697.5060,46.8459
6697.5451,45.0041
6697.5842,40.2930
6697.6233,38.3816
6697.6624,27.6871
6697.7014,34.4284
6697.7405,38.5001
6697.7796,35.9529
6697.8187,36.9123
6697.8578,28.7281
6697.8969,26.7521
6697.9360,34.8354
6697.9751,39.7665
6698.0142,43.0229
6698.0533,31.2736
6698.0924,30.3148
6698.1315,44.1206
6698.1706,39.5360
6698.2097,37.8459
6698.2488,36.9710
6698.2879,27.5144
6698.3270,39.6999
6698.3661,39.6122
6698.4052,43.3645
6698.4442,31.6628
6698.4833,34.5761
6698.5224,49.4222
6698.5615,38.3550
6698.6006,37.2853
6698.6397,42.7541
6698.6788,46.0861
6698.7179,45.6111
6698.7570,42.5620
6698.7961,28.1158
6698.8352,31.5482
6698.8743,31.2395
6698.9134,36.2970
6698.9525,32.4493
6698.9916,30.9246
6699.0307,35.9547
6699.0698,37.2132
6699.1089,37.1246
6699.1479,29.5834
6699.1870,34.6965
6699.2261,33.3110
6699.2652,26.1636
6699.3043,33.0824
6699.3434,31.4273
6699.3825,36.7696
6699.4216,40.1665
6699.4607,42.3700
6699.4998,42.6936
6699.5389,35.4920
6699.5780,42.7090
6699.6171,45.2087
6699.6562,36.9949
6699.6953,41.3610
6699.7344,38.9885
6699.7735,41.4984
6699.8126,47.7728
6699.8517,41.8942
6699.8907,31.5223
6699.9298,44.4539
6699.9689,45.4907
6700.0080,44.2181
6700.0471,42.2202
6700.0862,45.1468
6700.1253,48.6572
6700.1644,37.7230
6700.2035,49.1198
6700.2426,49.7335
6700.2817,33.7079
6700.3208,47.6208
6700.3599,43.8258
6700.3990,35.4040
6700.4381,29.8998
6700.4772,30.6261
6700.5163,32.9106
6700.5554,39.1410
6700.5945,42.5273
6700.6335,41.1978
6700.6726,27.3884
6700.7117,34.7924
6700.7508,33.3260
6700.7899,20.2602
6700.8290,36.6214
6700.8681,34.9299
6700.9072,22.9082
6700.9463,22.0105
6700.9854,30.0440
6701.0245,37.8145
6701.0636,28.9908
6701.1027,26.8842
6701.1418,28.2336
6701.1809,35.0295
6701.2200,37.7277
6701.2591,41.5584
6701.2982,44.0459
6701.3373,45.7102
6701.3763,42.8936
6701.4154,36.2775
6701.4545,45.1587
6701.4936,39.5118
6701.5327,33.9888
6701.5718,39.0387
6701.6109,36.7661
6701.6500,34.0417
6701.6891,38.5869
6701.7282,41.6246
6701.7673,40.1994
6701.8064,35.3238
6701.8455,36.0793
6701.8846,39.1912
6701.9237,41.3657
6701.9628,46.5653
6702.0019,45.6537
6702.0410,42.9894
6702.0801,44.0450
6702.1191,39.4596
6702.1582,38.1078
6702.1973,40.6815
6702.2364,34.9696
6702.2755,35.4829
6702.3146,45.2843
6702.3537,43.2469
6702.3928,37.4865
6702.4319,44.2875
6702.4710,58.5466
6702.5101,44.4433
6702.5492,37.5180
6702.5883,39.8813
6702.6274,42.3789
6702.6665,45.2234
6702.7056,50.4175
6702.7447,42.9825
6702.7838,35.9191
6702.8228,36.0753
6702.8619,38.8761
6702.9010,41.9641
6702.9401,43.1841
6702.9792,40.7255
6703.0183,41.0909
6703.0574,37.1272
6703.0965,30.1202
6703.1356,33.6285
6703.1747,35.3881
6703.2138,36.5599
6703.2529,41.9846
6703.2920,36.7399
6703.3311,39.1807
6703.3702,47.3168
6703.4093,38.4107
6703.4484,35.9861
6703.4875,38.5242
6703.5266,33.4399
6703.5656,35.4086
6703.6047,35.1050
6703.6438,34.2901
6703.6829,43.3923
6703.7220,46.6028
6703.7611,33.9934
6703.8002,41.4432
6703.8393,44.6964
6703.8784,39.4250
6703.9175,39.3105
6703.9566,39.0314
6703.9957,39.3633
6704.0348,43.2183
6704.0739,39.9194
6704.1130,39.7788
6704.1521,36.3472
6704.1912,41.7638
6704.2303,44.2294
6704.2694,44.7949
6704.3084,46.0043
6704.3475,48.0975
6704.3866,45.8891
6704.4257,43.7262
6704.4648,45.1710
6704.5039,42.4444
6704.5430,32.3367
6704.5821,36.9347
6704.6212,33.5936
6704.6603,26.7221
6704.6994,28.9688
6704.7385,33.6552
6704.7776,36.4892
6704.8167,31.0928
6704.8558,20.5127
6704.8949,28.6094
6704.9340,42.5661
6704.9731,36.4481
6705.0122,37.8734
6705.0512,35.3550
6705.0903,33.3246
6705.1294,39.9750
6705.1685,43.3174
6705.2076,37.4696
6705.2467,37.1102
6705.2858,35.4774
6705.3249,31.1744
6705.3640,48.2096
6705.4031,43.2663
6705.4422,41.9980
6705.4813,37.2170
6705.5204,42.1629
6705.5595,48.2189
6705.5986,53.6213
6705.6377,37.5010
6705.6768,39.8416
6705.7159,49.4598
6705.7550,43.0669
6705.7940,44.7592
6705.8331,45.1527
6705.8722,38.9061
6705.9113,45.4785
6705.9504,48.8787
6705.9895,49.4316
6706.0286,41.2489
6706.0677,42.5474
6706.1068,43.3061
6706.1459,40.3222
6706.1850,47.3608
6706.2241,53.6000
6706.2632,38.9827
6706.3023,37.2546
6706.3414,45.3013
6706.3805,58.4360
6706.4196,49.2886
6706.4587,40.3846
6706.4978,37.5761
6706.5368,39.8614
6706.5759,41.7101
6706.6150,40.5835
6706.6541,38.1447
6706.6932,40.8697
6706.7323,45.5253
6706.7714,39.7248
6706.8105,37.6559
6706.8496,36.6409
6706.8887,39.5606
6706.9278,46.1264
6706.9669,39.2108
6707.0060,41.6219
6707.0451,44.1887
6707.0842,35.2545
6707.1233,37.8534
6707.1624,40.1006
6707.2015,47.6640
6707.2405,33.4120
6707.2796,38.5010
6707.3187,45.7181
6707.3578,30.8570
6707.3969,42.7019
6707.4360,48.8425
6707.4751,40.8000
6707.5142,43.5902
6707.5533,47.6719
6707.5924,50.6089
6707.6315,32.3808
6707.6706,40.1383
6707.7097,49.5727
6707.7488,40.1590
6707.7879,41.3758
6707.8270,43.7628
6707.8661,50.4941
6707.9052,47.9321
6707.9443,47.1739
6707.9833,46.8732
6708.0224,48.7410
6708.0615,49.7749
6708.1006,45.8869
6708.1397,39.0062
6708.1788,43.1600
6708.2179,45.6534
6708.2570,46.8085
6708.2961,51.6235
6708.3352,45.5113
6708.3743,48.5383
6708.4134,52.7825
6708.4525,54.3070
6708.4916,48.9280
6708.5307,38.1007
6708.5698,35.9642
6708.6089,43.4772
6708.6480,40.1803
6708.6871,46.7629
6708.7261,43.7568
6708.7652,50.2087
6708.8043,47.5170
6708.8434,37.9094
6708.8825,43.0663
6708.9216,44.0477
6708.9607,45.6298
6708.9998,43.7548
6709.0389,40.2065
6709.0780,37.1687
6709.1171,45.7552
6709.1562,43.0505
6709.1953,39.0611
6709.2344,27.9219
6709.2735,44.7854
6709.3126,44.6106
6709.3517,42.5346
6709.3908,43.2011
6709.4299,51.3990
6709.4689,49.9859
6709.5080,41.8031
6709.5471,37.7533
6709.5862,36.5447
6709.6253,39.3308
6709.6644,49.8143
6709.7035,63.6218
6709.7426,58.8480
6709.7817,43.5624
6709.8208,43.3616
6709.8599,44.5190
6709.8990,45.1897
6709.9381,43.8530
6709.9772,43.8209
6710.0163,44.0491
6710.0554,41.6901
6710.0945,48.0953
6710.1336,39.0811
6710.1727,35.4035
6710.2117,42.6337
6710.2508,43.9721
6710.2899,45.8294
6710.3290,48.0890
6710.3681,54.4316
6710.4072,37.0758
6710.4463,32.6643
6710.4854,43.6454
6710.5245,49.1704
6710.5636,45.4795
6710.6027,38.4967
6710.6418,39.5135
6710.6809,43.0903
6710.7200,42.5084
6710.7591,38.4067
6710.7982,40.8536
6710.8373,43.9474
6710.8764,47.5403
6710.9154,52.5861
6710.9545,43.2851
6710.9936,40.1126
6711.0327,40.4895
6711.0718,33.6029
6711.1109,39.7277
6711.1500,41.1860
6711.1891,42.5904
6711.2282,45.9547
6711.2673,44.4838
6711.3064,45.3084
6711.3455,35.8838
6711.3846,40.2438
6711.4237,43.4884
6711.4628,39.1982
6711.5019,44.8828
6711.5410,49.3793
6711.5801,51.7760
6711.6192,44.1063
6711.6582,48.3425
6711.6973,41.8865
6711.7364,30.5401
6711.7755,46.4057
6711.8146,49.0523
6711.8537,48.4549
6711.8928,44.3776
6711.9319,53.7784
6711.9710,51.3031
6712.0101,46.8106
6712.0492,45.6074
6712.0883,42.4460
6712.1274,43.1253
6712.1665,47.5328
6712.2056,45.7869
6712.2447,48.1292
6712.2838,50.9797
6712.3229,50.5299
6712.3620,52.3466
6712.4010,46.3038
6712.4401,43.7702
6712.4792,46.9164
6712.5183,46.8921
6712.5574,45.5585
6712.5965,42.7990
6712.6356,35.8527
6712.6747,48.4480
6712.7138,55.3745
6712.7529,53.7160
6712.7920,48.9695
6712.8311,41.3843
6712.8702,34.2610
6712.9093,42.0818
6712.9484,48.5243
6712.9875,45.8237
6713.0266,42.1218
6713.0657,41.3864
6713.1048,46.9734
6713.1438,48.1084
6713.1829,56.0068
6713.2220,46.8430
6713.2611,43.2610
6713.3002,40.5522
6713.3393,44.6106
6713.3784,42.1614
6713.4175,40.4060
6713.4566,40.8306
6713.4957,34.7969
6713.5348,37.2351
6713.5739,39.7033
6713.6130,33.9225
6713.6521,28.5532
6713.6912,29.0666
6713.7303,33.1114
6713.7694,33.9779
6713.8085,31.8132
6713.8476,30.6208
6713.8866,31.3614
6713.9257,43.4412
6713.9648,48.1804
6714.0039,47.7740
6714.0430,37.4138
6714.0821,39.2035
6714.1212,50.3443
6714.1603,81.2854
6714.1994,56.2276
6714.2385,49.6762
6714.2776,44.7213
6714.3167,40.9405
6714.3558,46.4949
6714.3949,48.3670
6714.4340,45.9724
6714.4731,42.4927
6714.5122,49.8991
6714.5513,48.3269
6714.5904,45.3339
6714.6294,52.1308
6714.6685,46.4324
6714.7076,45.4959
6714.7467,44.5505
6714.7858,46.3427
6714.8249,42.0980
6714.8640,39.4936
6714.9031,40.3145
6714.9422,49.3244
6714.9813,51.7567
6715.0204,51.3268
6715.0595,48.0050
6715.0986,41.2507
6715.1377,35.7732
6715.1768,32.6622
6715.2159,39.6657
6715.2550,28.2988
6715.2941,27.0832
6715.3331,35.1120
6715.3722,41.7273
6715.4113,38.4622
6715.4504,32.6998
6715.4895,29.9660
6715.5286,29.2978
6715.5677,34.7694
6715.6068,39.6705
6715.6459,38.7285
6715.6850,40.8864
6715.7241,41.7202
6715.7632,41.6856
6715.8023,39.9358
6715.8414,43.6512
6715.8805,46.5802
6715.9196,48.0972
6715.9587,43.2384
6715.9978,42.4762
6716.0369,42.6490
6716.0759,43.4486
6716.1150,39.9422
6716.1541,49.3730
6716.1932,53.4760
6716.2323,41.9404
6716.2714,43.7368
6716.3105,43.5931
6716.3496,41.4912
6716.3887,33.8395
6716.4278,42.7752
6716.4669,38.3778
6716.5060,29.3148
6716.5451,44.7086
6716.5842,41.6474
6716.6233,43.6124
6716.6624,43.7844
6716.7015,44.1667
6716.7406,44.7458
6716.7797,45.6923
6716.8187,47.0680
6716.8578,52.5143
6716.8969,40.2804
6716.9360,34.8107
6716.9751,47.8097
6717.0142,42.6876
6717.0533,40.9107
6717.0924,41.7725
6717.1315,49.8543
6717.1706,45.4029
6717.2097,47.8410
6717.2488,50.3894
6717.2879,42.5732
6717.3270,38.3635
6717.3661,38.8481
6717.4052,41.6963
6717.4443,41.1896
6717.4834,46.9195
6717.5225,45.2011
6717.5615,38.0235
6717.6006,40.0685
6717.6397,44.3843
6717.6788,43.2534
6717.7179,36.1386
6717.7570,39.8419
6717.7961,45.4623
6717.8352,48.0247
6717.8743,45.2192
6717.9134,44.8442
6717.9525,49.0777
6717.9916,52.0371
6718.0307,43.9095
6718.0698,40.9615
6718.1089,40.7206
6718.1480,41.6260
6718.1871,43.5099
6718.2262,35.3133
6718.2653,41.8822
6718.3043,53.7105
6718.3434,53.9718
6718.3825,38.7102
6718.4216,44.0753
6718.4607,55.7521
6718.4998,49.1316
6718.5389,47.7819
6718.5780,45.8942
6718.6171,48.9096
6718.6562,50.8574
6718.6953,40.1157
6718.7344,39.3680
6718.7735,46.5216
6718.8126,43.4060
6718.8517,37.3123
6718.8908,35.3320
6718.9299,37.0710
6718.9690,38.5354
6719.0080,37.2121
6719.0471,37.0086
6719.0862,38.1768
6719.1253,37.4000
6719.1644,36.0349
6719.2035,36.4514
6719.2426,39.2036
6719.2817,41.6197
6719.3208,46.2324
6719.3599,43.1601
6719.3990,38.9630
6719.4381,34.9445
6719.4772,39.3721
6719.5163,40.4391
6719.5554,33.6666
6719.5945,29.8245
6719.6336,40.1411
6719.6727,44.3424
6719.7118,32.6492
6719.7508,32.5709
6719.7899,46.8792
6719.8290,54.6007
6719.8681,43.1509
6719.9072,44.7305
6719.9463,43.3783
6719.9854,43.8265
6720.0245,44.5322
6720.0636,42.9901
6720.1027,44.6288
6720.1418,48.4871
6720.1809,53.1174
6720.2200,41.3654
6720.2591,38.7848
6720.2982,42.6052
6720.3373,55.3177
6720.3764,44.5684
6720.4155,45.7279
6720.4546,51.0216
6720.4936,46.6578
6720.5327,38.8232
6720.5718,43.6043
6720.6109,55.3281
6720.6500,60.1429
6720.6891,47.9763
6720.7282,42.7063
6720.7673,41.8752
6720.8064,46.9807
6720.8455,40.0783
6720.8846,41.2568
6720.9237,41.4963
6720.9628,44.7740
6721.0019,42.6458
6721.0410,39.9679
6721.0801,33.7298
6721.1192,39.1061
6721.1583,42.9029
6721.1974,46.8854
6721.2364,43.3796
6721.2755,23.6514
6721.3146,45.0741
6721.3537,42.8199
6721.3928,40.7927
6721.4319,43.1913
6721.4710,41.1239
6721.5101,32.9487
6721.5492,28.0208
6721.5883,29.2761
6721.6274,31.5002
6721.6665,29.0987
6721.7056,29.9893
6721.7447,40.3134
6721.7838,27.6810
6721.8229,35.8033
6721.8620,43.7660
6721.9011,33.7734
6721.9402,40.8747
6721.9792,35.5711
6722.0183,42.9831
6722.0574,58.1072
6722.0965,45.2992
6722.1356,39.9813
6722.1747,42.7221
6722.2138,50.4986
6722.2529,49.2928
6722.2920,42.3873
6722.3311,41.1079
6722.3702,43.0259
6722.4093,39.1268
6722.4484,43.0981
6722.4875,47.2979
6722.5266,50.5849
6722.5657,39.2347
6722.6048,40.3351
6722.6439,43.3958
6722.6829,41.0127
6722.7220,42.8931
6722.7611,45.2813
6722.8002,41.6168
6722.8393,39.6771
6722.8784,46.2773
6722.9175,47.8125
6722.9566,47.1821
6722.9957,40.9794
6723.0348,27.6089
6723.0739,45.4909
6723.1130,48.9561
6723.1521,47.9592
6723.1912,35.2258
6723.2303,48.4956
6723.2694,50.3833
6723.3085,52.9314
6723.3476,41.4093
6723.3867,40.0377
6723.4257,44.6825
6723.4648,48.2786
6723.5039,45.2228
6723.5430,42.4328
6723.5821,39.9185
6723.6212,42.7745
6723.6603,50.0560
6723.6994,36.0421
6723.7385,49.4322
6723.7776,49.2349
6723.8167,48.0166
6723.8558,52.2887
6723.8949,47.0396
6723.9340,40.9459
6723.9731,37.9943
6724.0122,41.4916
6724.0513,42.4102
6724.0904,47.0882
6724.1295,53.4788
6724.1685,60.9932
6724.2076,48.0423
6724.2467,46.9885
6724.2858,43.8725
6724.3249,55.0582
6724.3640,47.3800
6724.4031,42.2420
6724.4422,46.1062
6724.4813,46.0452
6724.5204,43.6004
6724.5595,58.8546
6724.5986,51.0262
6724.6377,42.6164
6724.6768,53.1724
6724.7159,55.7680
6724.7550,49.0560
6724.7941,46.3336
6724.8332,52.5915
6724.8723,50.0800
6724.9113,42.9588
6724.9504,44.0641
6724.9895,52.3019
6725.0286,44.0171
6725.0677,46.1021
6725.1068,48.8470
6725.1459,44.8439
6725.1850,59.5840
6725.2241,46.0713
6725.2632,40.0840
6725.3023,43.5624
6725.3414,51.4906
6725.3805,39.9804
6725.4196,34.0332
6725.4587,32.9479
6725.4978,31.7404
6725.5369,43.8420
6725.5760,47.2664
6725.6151,47.9123
6725.6541,44.9300
6725.6932,32.5601
6725.7323,36.9046
6725.7714,36.0799
6725.8105,33.2176
6725.8496,37.0522
6725.8887,39.0422
6725.9278,34.2119
6725.9669,31.4671
6726.0060,34.4170
6726.0451,37.9097
6726.0842,32.8406
6726.1233,33.9334
6726.1624,39.7559
6726.2015,39.1551
6726.2406,37.9686
6726.2797,45.5476
6726.3188,51.0917
6726.3579,40.3920
6726.3969,45.2643
6726.4360,50.1135
6726.4751,46.1640
6726.5142,39.6117
6726.5533,37.7926
6726.5924,38.5869
6726.6315,44.4739
6726.6706,50.5798
6726.7097,40.4268
6726.7488,50.1118
6726.7879,48.0732
6726.8270,43.8583
6726.8661,45.0962
6726.9052,41.3521
6726.9443,45.2859
6726.9834,46.7504
6727.0225,44.5187
6727.0616,48.7770
6727.1006,43.7594
6727.1397,41.5830
6727.1788,42.3540
6727.2179,46.7132
6727.2570,42.6660
6727.2961,38.2030
6727.3352,38.9258
6727.3743,46.7093
6727.4134,32.0375
6727.4525,45.5775
6727.4916,45.7491
6727.5307,44.8126
6727.5698,45.0005
6727.6089,51.5705
6727.6480,40.9795
6727.6871,35.9851
6727.7262,46.5280
6727.7653,48.0151
6727.8044,44.6048
6727.8434,42.1865
6727.8825,41.5766
6727.9216,41.4134
6727.9607,44.2655
6727.9998,37.1764
6728.0389,43.4921
6728.0780,40.6187
6728.1171,53.0919
6728.1562,44.2800
6728.1953,40.1056
6728.2344,43.9474
6728.2735,44.8963
6728.3126,51.3769
6728.3517,48.8246
6728.3908,45.6711
6728.4299,51.0247
6728.4690,42.3593
6728.5081,40.8277
6728.5472,42.3674
6728.5862,44.9244
6728.6253,41.1243
6728.6644,40.6718
6728.7035,39.4670
6728.7426,37.4876
6728.7817,36.9158
6728.8208,36.9179
6728.8599,37.2751
6728.8990,34.4911
6728.9381,32.2214
6728.9772,34.2123
6729.0163,38.3053
6729.0554,33.5199
6729.0945,34.0180
6729.1336,42.5604
6729.1727,48.2528
6729.2118,37.9379
6729.2509,31.8273
6729.2900,50.3252
6729.3290,47.3135
6729.3681,47.1862
6729.4072,46.7345
6729.4463,46.2693
6729.4854,46.2291
6729.5245,56.6402
6729.5636,46.8843
6729.6027,45.0612
6729.6418,45.5516
6729.6809,49.4332
6729.7200,40.7065
6729.7591,45.2770
6729.7982,48.0026
6729.8373,38.2454
6729.8764,40.8970
6729.9155,42.5303
6729.9546,44.4221
6729.9937,44.4901
6730.0328,40.4597
6730.0718,35.2013
6730.1109,53.2430
6730.1500,51.9304
6730.1891,40.9505
6730.2282,47.4015
6730.2673,45.3516
6730.3064,44.5174
6730.3455,44.5270
6730.3846,44.8671
6730.4237,40.3989
6730.4628,39.1633
6730.5019,39.2804
6730.5410,35.8181
6730.5801,43.7051
6730.6192,41.2952
6730.6583,33.5479
6730.6974,37.8251
6730.7365,48.5387
6730.7755,35.3355
6730.8146,55.7076
6730.8537,43.8134
6730.8928,32.9117
6730.9319,37.2068
6730.9710,37.4484
6731.0101,39.6723
6731.0492,44.5530
6731.0883,47.3652
6731.1274,40.6384
6731.1665,29.4823
6731.2056,39.1329
6731.2447,43.0962
6731.2838,47.7512
6731.3229,45.8661
6731.3620,55.7394
6731.4011,44.0131
6731.4402,46.8833
6731.4793,51.7574
6731.5183,34.6309
6731.5574,42.0003
6731.5965,44.7402
6731.6356,46.9117
6731.6747,50.8001
6731.7138,52.8347
6731.7529,47.6666
6731.7920,50.8726
6731.8311,54.3021
6731.8702,55.7106
6731.9093,42.0257
6731.9484,51.1576
6731.9875,48.1645
6732.0266,32.2331
6732.0657,44.9054
6732.1048,51.9359
6732.1439,42.8933
6732.1830,42.2384
6732.2221,49.1614
6732.2611,39.0050
6732.3002,35.6576
6732.3393,34.2989
6732.3784,35.2024
6732.4175,33.7667
6732.4566,50.0316
6732.4957,47.3884
6732.5348,43.0893
6732.5739,42.0304
6732.6130,51.0604
6732.6521,42.3329
6732.6912,50.9895
6732.7303,45.5256
6732.7694,40.3833
6732.8085,42.3679
6732.8476,45.3564
6732.8867,37.2271
6732.9258,42.3585
6732.9649,48.9534
6733.0039,40.3337
